Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.0,0.000,0.000
2,-5.9,4.516,6.310
3,-5.9,8.225,10.661
4,-5.7,2.675,4.177
5,-5.7,2.235,5.210
6,-5.6,7.879,10.281
7,-5.6,1.914,4.678
8,-5.6,3.888,6.668
9,-5.5,2.266,6.253
