Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.5,0.000,0.000
2,-5.5,2.382,3.552
3,-5.5,3.509,6.766
4,-5.4,2.618,4.277
5,-5.4,3.328,5.999
6,-5.4,3.368,6.468
7,-5.3,3.285,6.542
8,-5.2,2.192,3.413
9,-5.2,9.097,11.257
