Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-7.0,0.000,0.000
2,-6.8,3.835,5.837
3,-6.8,9.248,12.256
4,-6.7,7.087,10.409
5,-6.7,6.749,9.706
6,-6.6,6.440,8.487
7,-6.5,14.039,16.956
8,-6.5,3.625,5.495
9,-6.4,8.236,10.769
