Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.5,0.000,0.000
2,-5.4,4.969,9.676
3,-5.3,7.233,11.535
4,-5.3,8.747,12.434
5,-5.2,6.920,10.970
6,-5.2,1.467,2.165
7,-5.0,4.505,6.893
8,-5.0,2.004,7.131
9,-5.0,5.767,10.077
