Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.0,0.000,0.000
2,-5.0,1.511,2.927
3,-4.8,9.775,11.701
4,-4.8,9.078,10.970
5,-4.7,9.946,11.868
6,-4.7,3.463,5.971
7,-4.7,10.627,12.743
8,-4.7,10.859,12.704
9,-4.6,8.259,10.190
