Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.7,0.000,0.000
2,-6.7,1.980,2.912
3,-6.6,3.161,5.382
4,-6.3,2.750,4.055
5,-6.3,1.805,2.748
6,-6.1,3.800,8.530
7,-6.1,1.655,2.078
8,-6.1,1.848,2.266
9,-6.1,2.168,2.935
