Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.3,0.000,0.000
2,-5.8,1.674,2.047
3,-5.7,5.396,8.197
4,-5.7,4.708,6.266
5,-5.7,3.551,4.268
6,-5.7,6.860,8.859
7,-5.6,9.555,11.965
8,-5.6,6.861,9.041
9,-5.6,3.673,4.342
