Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-8.3,0.000,0.000
2,-8.1,3.161,8.255
3,-8.1,1.724,2.294
4,-7.9,2.863,7.426
5,-7.7,7.330,10.468
6,-7.7,4.954,7.658
7,-7.7,5.667,10.607
8,-7.5,5.104,8.449
9,-7.4,5.135,8.301
