Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.9,0.000,0.000
2,-5.9,0.675,1.376
3,-5.6,3.077,4.371
4,-5.4,2.065,3.066
5,-5.3,5.216,7.093
6,-5.3,3.439,5.785
7,-5.2,1.974,4.149
8,-5.1,2.099,4.502
9,-5.0,3.213,5.801
