Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-7.1,0.000,0.000
2,-6.9,6.191,7.615
3,-6.7,19.319,23.464
4,-6.7,19.336,21.767
5,-6.6,6.028,7.389
6,-6.6,8.661,10.692
7,-6.5,19.781,21.980
8,-6.3,6.333,8.616
9,-6.3,7.342,9.061
