Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.6,0.000,0.000
2,-6.5,2.163,2.913
3,-6.3,1.716,2.336
4,-6.1,4.056,9.851
5,-6.1,1.636,7.987
6,-6.0,1.546,2.242
7,-6.0,4.622,9.336
8,-6.0,4.297,9.357
9,-5.9,4.328,7.817
