Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.3,0.000,0.000
2,-6.1,4.084,7.393
3,-6.1,7.552,9.380
4,-6.0,7.901,10.721
5,-6.0,5.988,10.060
6,-6.0,5.902,8.698
7,-5.9,5.132,8.369
8,-5.9,4.074,6.577
9,-5.9,4.410,7.712
