Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.3,0.000,0.000
2,-6.1,2.881,5.336
3,-6.0,2.846,5.133
4,-5.9,4.139,7.155
5,-5.9,4.467,6.781
6,-5.8,2.754,4.237
7,-5.8,4.398,7.293
8,-5.7,4.778,7.474
9,-5.7,4.630,6.947
