Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-4.7,0.000,0.000
2,-4.5,15.823,17.338
3,-4.4,15.312,15.906
4,-4.4,15.543,16.825
5,-4.4,14.775,15.635
6,-4.3,15.331,16.152
7,-4.3,25.254,26.822
8,-4.2,14.395,15.668
9,-4.1,16.049,17.338
