Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-7.5,0.000,0.000
2,-7.4,2.596,11.660
3,-7.3,5.406,7.433
4,-7.3,5.283,10.657
5,-7.2,6.328,8.648
6,-7.2,3.103,11.535
7,-7.1,6.969,9.779
8,-7.1,5.896,11.815
9,-7.1,3.949,11.421
