Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.7,0.000,0.000
2,-5.6,3.897,7.471
3,-5.5,4.945,6.526
4,-5.4,5.008,6.693
5,-5.4,5.208,6.600
6,-5.4,5.099,6.449
7,-5.4,1.714,2.666
8,-5.2,1.669,3.304
9,-5.2,5.302,6.428
