Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.5,0.000,0.000
2,-5.5,14.793,16.184
3,-5.5,13.698,15.352
4,-5.4,16.124,18.741
5,-5.4,23.574,25.587
6,-5.3,14.789,17.570
7,-5.2,5.815,7.504
8,-5.2,17.928,20.535
9,-5.1,19.366,21.413
