Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.3,0.000,0.000
2,-5.1,11.475,13.136
3,-5.0,1.834,2.310
4,-5.0,2.791,3.450
5,-5.0,1.869,2.196
6,-5.0,8.250,11.057
7,-5.0,11.785,13.699
8,-5.0,3.481,4.118
9,-5.0,9.963,12.502
