Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.0,0.000,0.000
2,-5.5,2.426,4.540
3,-5.4,10.574,14.360
4,-5.3,7.630,10.533
5,-5.3,1.360,1.972
6,-5.3,23.125,25.534
7,-5.3,23.662,25.653
8,-5.1,8.071,11.784
9,-5.0,11.422,13.915
