Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.5,0.000,0.000
2,-5.4,3.385,4.096
3,-5.2,2.107,5.997
4,-5.2,2.126,2.761
5,-5.2,3.719,5.165
6,-5.1,3.262,5.599
7,-4.9,3.419,4.781
8,-4.8,4.529,6.058
9,-4.7,25.404,27.949
