Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.9,0.000,0.000
2,-5.9,7.472,10.540
3,-5.7,2.085,3.084
4,-5.7,2.058,5.053
5,-5.7,2.129,5.538
6,-5.6,7.312,9.601
7,-5.6,2.747,5.881
8,-5.6,2.318,6.669
9,-5.6,2.725,4.414
