Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.1,0.000,0.000
2,-6.1,3.728,5.567
3,-5.8,9.416,10.966
4,-5.8,6.480,8.977
5,-5.5,1.664,3.003
6,-5.5,2.285,3.601
7,-5.3,6.349,8.390
8,-5.3,3.498,5.403
9,-5.3,4.042,5.552
