Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.9,0.000,0.000
2,-5.8,9.464,12.705
3,-5.5,1.914,2.548
4,-5.4,1.545,2.068
5,-5.3,2.232,6.911
6,-5.2,9.461,12.080
7,-5.2,2.303,6.674
8,-5.2,2.280,4.841
9,-5.1,2.623,3.519
