Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.2,0.000,0.000
2,-6.1,3.132,4.770
3,-6.0,2.828,3.716
4,-6.0,3.042,4.999
5,-5.9,3.293,4.842
6,-5.7,3.238,5.100
7,-5.4,2.754,4.685
8,-5.4,22.985,24.881
9,-5.3,23.713,25.952
