Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.3,0.000,0.000
2,-5.0,10.978,12.218
3,-5.0,13.364,14.543
4,-4.9,14.024,15.717
5,-4.8,12.998,14.656
6,-4.7,12.785,13.572
7,-4.7,12.858,13.840
8,-4.7,23.517,24.225
9,-4.6,10.884,12.321
