Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.5,0.000,0.000
2,-5.4,1.624,2.309
3,-5.4,4.855,6.285
4,-5.3,2.968,7.066
5,-5.2,3.422,5.428
6,-5.1,3.348,7.910
7,-5.0,4.846,7.552
8,-5.0,4.056,7.347
9,-5.0,5.029,6.908
