Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.5,0.000,0.000
2,-6.3,3.751,6.866
3,-6.1,7.806,11.016
4,-6.0,11.809,13.986
5,-6.0,10.510,13.221
6,-6.0,4.210,6.248
7,-5.9,10.149,12.925
8,-5.7,6.355,8.704
9,-5.7,22.477,24.135
