Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.5,0.000,0.000
2,-6.2,1.724,5.900
3,-5.9,3.988,8.741
4,-5.8,4.334,8.670
5,-5.6,14.589,16.642
6,-5.6,6.854,10.870
7,-5.6,3.452,7.360
8,-5.5,3.414,8.342
9,-5.5,4.081,7.665
