Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.3,0.000,0.000
2,-6.2,10.345,14.160
3,-6.1,2.599,3.361
4,-5.8,10.366,13.679
5,-5.7,9.550,10.891
6,-5.6,11.679,15.098
7,-5.5,2.168,7.320
8,-5.5,9.498,12.088
9,-5.5,7.051,11.258
