Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-7.5,0.000,0.000
2,-7.2,0.810,2.040
3,-7.2,2.546,3.711
4,-7.2,2.871,4.829
5,-7.2,2.692,4.174
6,-6.8,2.808,4.295
7,-6.8,2.548,3.971
8,-6.7,1.742,3.078
9,-6.7,2.339,3.837
