Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-7.9,0.000,0.000
2,-7.7,3.634,4.254
3,-7.2,4.067,5.100
4,-7.2,2.850,3.695
5,-7.1,15.027,23.578
6,-7.1,14.159,20.124
7,-7.1,12.540,19.987
8,-7.0,3.288,9.475
9,-6.9,3.857,5.651
