Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-7.1,0.000,0.000
2,-7.0,3.510,5.621
3,-6.5,3.337,5.302
4,-6.5,5.415,7.925
5,-6.3,3.679,6.108
6,-6.2,9.119,12.324
7,-6.2,5.982,12.305
8,-6.0,12.701,14.297
9,-6.0,7.863,12.025
