Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.3,0.000,0.000
2,-5.0,3.412,6.220
3,-4.9,9.253,11.340
4,-4.8,17.407,19.121
5,-4.8,9.785,12.063
6,-4.8,3.309,5.709
7,-4.7,9.922,12.284
8,-4.6,13.411,15.025
9,-4.5,7.819,10.003
