Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-7.0,0.000,0.000
2,-6.9,3.223,6.825
3,-6.8,6.175,8.669
4,-6.6,2.948,6.440
5,-6.6,3.489,5.971
6,-6.3,3.593,4.939
7,-6.3,2.083,2.765
8,-6.3,3.251,6.840
9,-6.2,3.194,5.398
