Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-7.0,0.000,0.000
2,-6.9,2.460,5.881
3,-6.8,2.870,7.968
4,-6.8,2.799,4.209
5,-6.7,2.307,7.739
6,-6.7,3.299,5.154
7,-6.7,3.444,9.222
8,-6.5,2.262,6.280
9,-6.5,1.920,2.699
