Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.6,0.000,0.000
2,-5.4,2.109,3.242
3,-5.3,2.016,3.739
4,-5.2,3.449,5.495
5,-5.2,3.558,5.759
6,-5.0,2.280,3.571
7,-4.9,3.356,5.388
8,-4.9,3.595,5.464
9,-4.7,3.497,4.870
