Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.4,0.000,0.000
2,-6.4,2.622,6.132
3,-6.3,2.163,6.030
4,-6.3,2.858,5.700
5,-6.2,1.840,5.213
6,-6.1,2.629,6.126
7,-6.1,2.175,5.189
8,-6.1,7.764,11.114
9,-5.9,8.023,11.627
