Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.2,0.000,0.000
2,-5.1,2.500,6.314
3,-4.9,6.262,8.526
4,-4.8,4.524,7.299
5,-4.8,3.391,6.532
6,-4.8,6.448,8.696
7,-4.8,6.704,9.037
8,-4.7,7.007,9.720
9,-4.7,6.422,9.054
