Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.8,0.000,0.000
2,-5.6,3.441,6.394
3,-5.5,1.367,2.418
4,-5.4,1.737,3.749
5,-5.4,3.682,6.616
6,-5.4,2.012,3.654
7,-5.2,2.968,4.254
8,-5.1,3.927,6.813
9,-5.1,3.457,6.009
