Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.2,0.000,0.000
2,-6.2,2.277,3.451
3,-6.2,2.867,9.404
4,-6.2,4.438,6.372
5,-6.1,3.062,8.644
6,-6.1,3.040,5.230
7,-6.1,2.989,4.942
8,-6.1,3.047,5.188
9,-6.0,2.966,5.215
