Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.9,0.000,0.000
2,-6.7,0.665,1.127
3,-6.3,2.166,3.250
4,-6.1,1.642,2.033
5,-6.0,1.680,2.419
6,-5.8,5.923,9.969
7,-5.8,8.452,12.083
8,-5.6,2.247,2.966
9,-5.5,1.724,2.524
