Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.6,0.000,0.000
2,-5.5,11.360,12.872
3,-5.5,11.394,12.899
4,-5.1,11.531,13.538
5,-5.1,9.866,11.860
6,-5.1,10.574,11.370
7,-5.0,9.613,11.475
8,-5.0,3.327,7.166
9,-4.9,11.426,12.761
