Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.1,0.000,0.000
2,-6.0,1.899,2.638
3,-5.5,10.416,12.643
4,-5.4,11.057,13.107
5,-5.4,11.583,13.433
6,-5.3,3.129,6.485
7,-5.1,2.677,3.786
8,-5.1,2.335,3.704
9,-5.1,2.193,2.690
