Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-8.1,0.000,0.000
2,-7.5,1.471,2.128
3,-7.5,4.623,11.168
4,-7.4,6.138,8.914
5,-7.3,4.123,10.733
6,-7.0,5.909,10.380
7,-6.9,1.913,2.454
8,-6.8,5.614,11.446
9,-6.7,5.588,9.627
