Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.4,0.000,0.000
2,-6.2,6.338,8.468
3,-5.6,13.818,16.564
4,-5.6,5.678,7.942
5,-5.6,5.880,8.999
6,-5.5,5.359,8.528
7,-5.3,6.255,8.595
8,-5.2,5.709,8.668
9,-5.2,6.508,8.592
