Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-4.7,0.000,0.000
2,-4.4,12.384,13.802
3,-4.3,25.501,27.265
4,-4.3,1.784,2.187
5,-4.2,25.688,26.714
6,-4.2,2.461,4.822
7,-4.2,3.294,5.125
8,-4.1,26.474,28.246
9,-4.1,2.702,4.169
