Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-4.6,0.000,0.000
2,-4.5,9.700,11.129
3,-4.5,0.179,2.008
4,-4.5,2.001,3.173
5,-4.5,0.750,2.300
6,-4.4,2.150,3.938
7,-4.4,9.884,11.123
8,-4.2,1.567,2.180
9,-4.2,1.885,3.617
