Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-7.3,0.000,0.000
2,-6.9,3.635,6.373
3,-6.9,4.191,8.001
4,-6.5,3.614,6.785
5,-6.4,3.233,7.217
6,-6.4,2.719,4.627
7,-6.3,4.019,7.353
8,-6.3,1.660,2.281
9,-6.2,1.857,2.465
