Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.9,0.000,0.000
2,-5.9,5.641,10.071
3,-5.9,1.852,2.878
4,-5.8,2.179,2.962
5,-5.7,5.928,7.874
6,-5.7,1.616,9.370
7,-5.7,5.561,9.584
8,-5.7,18.546,19.907
9,-5.6,2.068,9.224
