Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.9,0.000,0.000
2,-6.7,4.467,8.349
3,-6.6,2.304,3.326
4,-6.4,6.472,9.776
5,-6.4,5.908,9.353
6,-6.2,3.480,5.975
7,-6.2,3.543,5.784
8,-6.1,3.724,6.677
9,-6.1,3.611,6.709
