Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.7,0.000,0.000
2,-6.6,18.916,21.750
3,-6.5,3.901,6.854
4,-6.5,4.108,7.530
5,-6.4,5.048,6.435
6,-6.4,2.700,5.944
7,-6.4,3.505,4.904
8,-6.3,4.027,7.239
9,-6.3,3.773,5.559
