Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.5,0.000,0.000
2,-6.4,4.508,6.461
3,-6.4,3.441,5.594
4,-6.3,4.121,5.885
5,-6.2,7.296,10.220
6,-6.2,4.438,6.479
7,-6.1,6.986,10.042
8,-5.9,6.215,10.081
9,-5.9,4.031,7.575
