Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.5,0.000,0.000
2,-6.3,2.593,5.132
3,-6.1,1.873,2.931
4,-6.1,2.890,5.085
5,-6.0,2.639,4.126
6,-6.0,3.047,5.751
7,-5.8,3.808,10.446
8,-5.8,3.535,5.956
9,-5.7,4.146,7.405
