Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.4,0.000,0.000
2,-5.4,2.133,3.222
3,-5.3,2.496,3.367
4,-5.3,3.086,4.424
5,-5.3,2.541,3.203
6,-5.3,3.376,6.808
7,-5.2,7.298,9.961
8,-5.1,2.701,5.949
9,-5.1,3.713,7.090
