Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.3,0.000,0.000
2,-6.0,3.803,6.399
3,-5.8,2.941,8.351
4,-5.5,4.693,5.738
5,-5.4,15.053,16.071
6,-5.4,4.256,6.078
7,-5.3,2.922,3.672
8,-5.3,9.140,12.571
9,-5.2,16.327,17.092
