Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.6,0.000,0.000
2,-5.5,2.836,3.753
3,-5.5,3.816,4.750
4,-5.2,5.188,6.115
5,-5.1,1.791,2.910
6,-5.1,1.755,3.345
7,-5.0,6.922,7.855
8,-5.0,27.848,29.576
9,-4.9,7.682,8.935
