Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-8.1,0.000,0.000
2,-7.5,6.596,9.900
3,-7.5,7.047,9.296
4,-7.5,5.859,9.137
5,-7.3,2.834,3.924
6,-7.2,2.468,3.331
7,-7.2,5.338,7.454
8,-7.2,4.587,8.671
9,-7.2,6.419,9.294
