Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.9,0.000,0.000
2,-6.9,7.142,10.579
3,-6.8,6.563,8.993
4,-6.8,7.149,10.338
5,-6.7,7.114,10.296
6,-6.7,7.355,10.640
7,-6.7,7.182,10.802
8,-6.6,7.529,11.023
9,-6.6,7.402,11.053
