Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.0,0.000,0.000
2,-6.0,4.951,8.283
3,-5.9,0.155,1.770
4,-5.7,1.852,2.696
5,-5.7,2.067,2.726
6,-5.7,4.906,7.748
7,-5.5,17.165,20.116
8,-5.4,1.833,2.685
9,-5.4,4.922,8.208
