Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.9,0.000,0.000
2,-6.4,3.240,5.361
3,-6.3,3.298,9.180
4,-6.3,1.662,2.452
5,-6.3,21.900,26.200
6,-6.2,2.849,3.858
7,-6.2,4.190,6.531
8,-6.2,3.391,5.197
9,-6.2,7.163,9.547
