Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.1,0.000,0.000
2,-5.8,5.228,7.565
3,-5.6,4.751,6.937
4,-5.6,3.133,3.585
5,-5.6,4.572,6.595
6,-5.6,4.504,5.126
7,-5.6,4.968,7.656
8,-5.6,5.728,7.037
9,-5.5,2.293,3.245
