Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.9,0.000,0.000
2,-5.8,12.738,13.933
3,-5.6,10.224,11.552
4,-5.4,1.329,4.563
5,-5.4,9.737,11.787
6,-5.4,9.509,10.864
7,-5.4,2.798,6.206
8,-5.4,2.089,5.409
9,-5.3,1.839,2.670
