Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.9,0.000,0.000
2,-6.9,6.286,10.426
3,-6.8,19.194,21.959
4,-6.7,7.980,12.496
5,-6.7,8.143,11.205
6,-6.7,7.199,11.122
7,-6.7,4.012,7.195
8,-6.6,9.031,12.894
9,-6.6,2.020,2.476
