Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.6,0.000,0.000
2,-6.3,4.259,5.810
3,-6.2,1.713,2.198
4,-6.1,6.371,10.924
5,-5.9,2.196,12.135
6,-5.9,2.677,3.780
7,-5.9,2.105,2.537
8,-5.9,1.971,2.436
9,-5.8,9.021,13.756
